Relaxed,Stress,Happy,Sad,Mean,session duration,session length,delete,special character,emotion
1.0,0.0,0.0,0.0,0.7022850759606791,785.857,1119,18.319928507596067,18.409294012511168,0.0
1.0,0.0,0.0,0.0,0.7711835132482826,785.836,1019,24.23945044160942,16.09421000981355,0.0
1.0,0.0,0.0,0.0,1.86085,37.217,20,10.0,44.99999999999999,0.0
1.0,0.0,0.0,0.0,1.6268387096774195,201.728,124,56.451612903225815,4.838709677419345,0.0
0.0,1.0,0.0,0.0,1.030546568627451,420.463,408,10.784313725490197,15.931372549019612,1.0
0.0,0.0,0.0,1.0,1.480753623188406,306.516,207,5.797101449275362,15.45893719806763,-2.0
0.0,0.0,0.0,1.0,0.7073145491803279,1380.678,1952,13.883196721311474,15.368852459016397,-2.0
0.0,0.0,0.0,1.0,1.2375649350649351,190.585,154,23.37662337662337,9.090909090909092,-2.0
0.0,0.0,0.0,1.0,1.5355505617977527,136.664,89,2.247191011235955,19.101123595505623,-2.0
0.0,0.0,0.0,1.0,0.4565,1.826,4,0.0,0.0,-2.0
0.0,0.0,0.0,1.0,0.3191333333333333,9.574,30,56.66666666666666,3.3333333333333286,-2.0
0.0,0.0,0.0,1.0,0.4685555555555556,8.434000000000001,18,33.33333333333333,5.555555555555557,-2.0
0.0,0.0,0.0,1.0,0.6261304347826087,14.401,23,13.043478260869565,8.695652173913047,-2.0
0.0,0.0,0.0,1.0,0.4932,2.466,5,20.0,20.0,-2.0
0.0,0.0,0.0,1.0,0.4644210526315789,8.824,19,36.84210526315789,15.789473684210536,-2.0
0.0,0.0,0.0,1.0,0.506,3.036,6,0.0,0.0,-2.0
0.0,0.0,0.0,1.0,0.8044384615384615,104.577,130,33.84615384615385,10.0,-2.0
0.0,0.0,0.0,1.0,4.129835820895522,276.699,67,8.955223880597014,23.88059701492537,-2.0
0.0,0.0,0.0,1.0,1.52236,38.059,25,56.00000000000001,0.0,-2.0
0.0,0.0,0.0,1.0,1.500222222222222,94.514,63,33.33333333333333,9.523809523809518,-2.0
0.0,0.0,0.0,1.0,0.5467042253521127,38.816,71,21.12676056338028,14.08450704225352,-2.0
0.0,0.0,0.0,1.0,0.5480175438596492,31.237,57,8.771929824561402,12.280701754385971,-2.0
0.0,0.0,0.0,1.0,1.0575263157894736,20.093,19,15.789473684210526,10.526315789473683,-2.0
0.0,0.0,0.0,1.0,2.283523809523809,239.77,105,43.80952380952381,2.857142857142861,-2.0
0.0,0.0,0.0,1.0,0.7146264080100125,1141.973,1598,21.90237797246558,15.707133917396746,-2.0
0.0,0.0,0.0,1.0,2.030648351648352,184.789,91,24.17582417582417,12.087912087912088,-2.0
0.0,0.0,0.0,1.0,0.9778135021097047,1158.709,1185,18.81856540084388,14.852320675105489,-2.0
0.0,0.0,0.0,1.0,0.8272424242424242,54.598,66,4.545454545454546,12.121212121212125,-2.0
0.0,0.0,0.0,1.0,0.9845074626865672,65.962,67,40.298507462686565,11.940298507462686,-2.0
0.0,0.0,0.0,1.0,0.5550681818181817,952.497,1716,26.107226107226104,15.442890442890445,-2.0
0.0,0.0,0.0,1.0,1.243912087912088,113.196,91,27.472527472527474,9.890109890109883,-2.0
0.0,0.0,0.0,1.0,0.444551724137931,12.892,29,24.13793103448276,17.241379310344826,-2.0
0.0,0.0,0.0,1.0,0.554,5.54,10,30.0,0.0,-2.0
0.0,0.0,0.0,1.0,0.5548760330578513,67.14,121,6.6115702479338845,18.181818181818173,-2.0
0.0,0.0,0.0,1.0,0.9774427807486632,913.909,935,20.855614973262032,15.080213903743314,-2.0
0.0,0.0,0.0,1.0,0.7789545454545455,479.836,616,22.24025974025974,14.93506493506493,-2.0
0.0,0.0,0.0,1.0,0.6904166666666667,8.285,12,16.666666666666664,8.333333333333343,2.0
0.0,0.0,0.0,0.0,1.51659375,48.531,32,15.625,3.125,2.0
0.0,0.0,0.0,0.0,0.7349318555008211,895.147,1218,24.794745484400657,15.106732348111665,2.0
0.0,0.0,0.0,0.0,0.4192452830188679,22.22,53,24.52830188679245,15.094339622641511,2.0
0.0,0.0,0.0,0.0,0.6350833333333333,7.620999999999999,12,50.0,0.0,2.0
0.0,0.0,0.0,0.0,1.0535740740740742,1422.325,1350,20.0,13.48148148148148,2.0
0.0,0.0,0.0,0.0,0.989320406278855,1071.434,1083,21.69898430286242,13.481071098799632,2.0
0.0,0.0,0.0,0.0,0.8377211425895575,3577.907,4271,21.704518848044955,16.014984781081708,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.334688,166.836,125,15.2,16.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.71164,17.791,25,8.0,20.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.5465714285714287,86.608,56,7.142857142857142,16.07142857142857,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0904926108374384,221.37,203,27.58620689655172,10.837438423645324,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,4.035,8.07,2,50.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9772272727272728,171.992,176,15.909090909090908,15.340909090909092,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.3087875,104.703,80,13.750000000000002,17.5,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.003420930232558,431.471,430,14.186046511627906,15.348837209302316,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.7348961038961038,56.587,77,36.36363636363637,10.389610389610397,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.6021656050955414,94.54,157,20.382165605095544,18.471337579617824,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.2827142857142857,1.979,7,0.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4127272727272727,4.54,11,27.27272727272727,9.090909090909092,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.83438,41.719,50,4.0,16.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.188221238938053,134.269,113,26.548672566371685,12.389380530973456,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9628461538461538,87.619,91,9.89010989010989,20.87912087912088,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.2646831683168318,127.733,101,27.72277227722773,13.861386138613868,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.4783643410852714,381.418,258,8.13953488372093,15.89147286821705,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4624727272727272,25.436,55,18.181818181818183,12.727272727272734,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.2765727272727272,140.423,110,11.818181818181818,16.363636363636374,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.6973741258741258,199.449,286,16.783216783216783,17.132867132867133,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,2.547428571428572,53.496,21,38.095238095238095,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.7155384615384615,9.302,13,23.07692307692308,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0477542242703533,682.088,651,16.282642089093702,15.97542242703534,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9358983543078412,966.783,1033,19.94191674733785,16.26331074540174,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.624277777777778,58.474,36,13.88888888888889,11.111111111111114,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.2645285714285714,88.517,70,44.285714285714285,10.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8274962797619048,1112.155,1344,24.18154761904762,14.360119047619053,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9689444444444444,52.323,54,20.37037037037037,12.962962962962962,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.5040833333333332,18.049,12,0.0,8.333333333333343,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.436078947368421,16.571,38,15.789473684210526,18.421052631578945,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.5627530864197531,45.583,81,41.9753086419753,8.641975308641975,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9637878787878787,127.22,132,12.87878787878788,17.424242424242422,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.210958579881657,204.652,169,34.9112426035503,11.242603550295854,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,2.81025,33.723,12,8.333333333333332,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.03492,51.746,50,18.0,12.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,4.14175,33.134,8,37.5,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.9456165803108808,365.008,386,20.46632124352332,14.766839378238345,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4854444444444444,78.642,162,29.629629629629623,11.111111111111114,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,2.938945945945946,108.741,37,16.216216216216218,8.108108108108098,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.675032258064516,20.926,31,9.67741935483871,12.903225806451616,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,3.110611111111111,111.982,36,2.7777777777777777,8.333333333333343,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8480824175824175,308.702,364,22.25274725274725,17.307692307692307,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.5322129629629629,57.479,108,37.03703703703704,9.259259259259252,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4536036866359447,98.432,217,19.35483870967742,19.354838709677423,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,5.540913043478261,127.441,23,4.3478260869565215,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4445098039215686,22.67,51,13.725490196078432,19.607843137254903,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.4605294117647058,7.829,17,0.0,17.64705882352942,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.5273636363636364,5.801,11,27.27272727272727,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.8809310344827588,54.547,29,10.344827586206897,6.896551724137936,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.6949277108433736,115.358,166,25.903614457831324,14.457831325301214,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.1444954128440368,124.75,109,11.009174311926609,22.93577981651376,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0269404553415062,586.383,571,20.140105078809107,15.06129597197898,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8260915492957746,234.61,284,9.507042253521126,15.140845070422545,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.7002911877394636,365.552,522,27.58620689655172,15.325670498084293,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8202685421994885,641.45,782,16.496163682864452,15.984654731457807,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.1427206703910615,204.547,179,26.81564245810056,16.20111731843575,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.7203789473684211,136.872,190,15.789473684210526,19.473684210526315,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.2588,2.588,10,0.0,10.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0494423076923076,54.571,52,21.15384615384616,7.692307692307693,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.893395061728395,144.73,162,12.34567901234568,19.75308641975309,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.1112278481012658,87.787,79,26.58227848101265,12.658227848101262,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0828345120226308,765.564,707,13.012729844413013,16.265912305516267,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.6284102564102565,63.508,39,2.564102564102564,12.820512820512818,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.4688,7.344,5,20.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0554329268292684,173.091,164,26.82926829268293,14.024390243902443,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.321221238938053,149.298,113,9.734513274336283,13.274336283185846,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.2844324644549765,1084.061,844,22.03791469194313,15.047393364928908,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8823669402110199,752.659,853,24.03282532239156,14.419695193434931,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.6904558823529412,46.951,68,22.058823529411764,1.470588235294116,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,3.427636363636364,37.704,11,0.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.0029285714285714,70.205,70,22.857142857142858,18.57142857142857,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.3601999999999999,1.801,5,0.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.756,0.756,1,0.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.875184,468.796,250,21.2,10.799999999999995,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.5637413793103448,32.697,58,27.58620689655172,24.13793103448276,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,0.8278000000000001,78.641,95,35.78947368421053,12.63157894736841,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,1.827684210526316,34.726,19,0.0,0.0,0.0
0.9130434782608696,0.0869565217391304,0.0,0.0,3.289806451612903,101.984,31,6.451612903225806,16.129032258064512,0.0
1.0,0.0,0.0,0.0,0.6806666666666666,22.462,33,24.24242424242424,6.060606060606062,0.0
1.0,0.0,0.0,0.0,0.626,3.756,6,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.9395789473684212,17.852,19,5.263157894736842,0.0,0.0
1.0,0.0,0.0,0.0,1.6518214285714286,46.251,28,0.0,28.57142857142857,0.0
1.0,0.0,0.0,0.0,0.7325,2.93,4,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.3420441176470588,91.259,68,4.411764705882353,16.17647058823529,0.0
1.0,0.0,0.0,0.0,1.0607317073170732,86.98,82,18.29268292682927,15.853658536585373,0.0
1.0,0.0,0.0,0.0,1.794,60.996,34,0.0,2.941176470588232,0.0
1.0,0.0,0.0,0.0,0.829725,33.189,40,12.5,22.5,0.0
1.0,0.0,0.0,0.0,4.504857142857143,31.534,7,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.2588125,20.141,16,43.75,0.0,0.0
1.0,0.0,0.0,0.0,2.3955,28.746,12,25.0,0.0,0.0
1.0,0.0,0.0,0.0,0.6373157894736842,12.109,19,0.0,15.789473684210536,0.0
0.0,1.0,0.0,0.0,1.0875882352941175,18.489,17,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.5035777777777778,67.983,135,17.77777777777778,13.333333333333329,1.0
1.0,0.0,0.0,0.0,1.0720416666666666,51.458,48,10.416666666666668,27.083333333333343,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,2.389588235294118,121.869,51,3.92156862745098,17.64705882352942,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,1.9299565217391303,221.945,115,20.0,6.956521739130437,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.312,0.624,2,0.0,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.4055405405405405,15.005,37,13.513513513513514,18.91891891891892,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.4593649635036496,62.933,137,9.48905109489051,21.89781021897809,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.6275053868756122,640.683,1021,24.58374142997062,15.86679725759059,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.385,3.465,9,0.0,11.111111111111114,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.717705685618729,214.594,299,30.10033444816053,12.374581939799327,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.311,0.622,2,0.0,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.4923333333333333,4.431,9,33.33333333333333,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.3711929824561403,21.158,57,3.508771929824561,19.298245614035096,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.7981014492753623,55.069,69,8.695652173913043,13.043478260869565,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.8615999999999999,4.308,5,60.0,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.2024111111111111,18.217,90,0.0,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.2275,0.455,2,0.0,0.0,1.0
0.5,0.5,0.0,0.0,0.5029090909090909,5.532,11,0.0,9.090909090909092,1.0
0.5,0.5,0.0,0.0,1.0558356164383562,77.07600000000001,73,6.849315068493151,20.54794520547945,1.0
0.5,0.5,0.0,0.0,0.457,0.457,1,0.0,0.0,1.0
0.5,0.5,0.0,0.0,1.8505494505494504,168.4,91,13.186813186813188,15.384615384615389,1.0
0.5,0.5,0.0,0.0,1.06918018018018,118.679,111,37.83783783783784,27.927927927927925,1.0
0.5,0.5,0.0,0.0,0.625,1.25,2,0.0,0.0,1.0
0.5,0.5,0.0,0.0,0.6943025,277.721,400,51.24999999999999,15.0,1.0
0.5,0.5,0.0,0.0,0.3859999999999999,1.158,3,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,0.284,28.4,100,51.0,3.0,-2.0
0.0,0.0,0.0,0.0,0.491,0.982,2,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,0.1937142857142857,1.356,7,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,0.6902830188679245,36.585,53,28.30188679245283,13.20754716981132,-2.0
0.0,0.0,0.0,0.0,1.0426315789473684,39.62,38,34.21052631578947,21.05263157894737,-2.0
0.0,0.0,0.0,0.0,0.9373636363636364,10.311,11,0.0,27.272727272727263,-2.0
0.0,0.0,0.0,0.0,0.2179423076923076,11.333,52,57.692307692307686,28.84615384615384,-2.0
0.0,0.0,0.0,0.0,0.5959099099099099,66.146,111,52.25225225225225,10.810810810810809,-2.0
0.0,0.0,0.0,0.0,3.1004883720930234,133.321,43,13.953488372093023,6.976744186046517,-2.0
0.0,0.0,0.0,0.0,0.357,0.714,2,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,1.0709281914893616,402.669,376,7.446808510638298,17.287234042553195,-2.0
0.0,0.0,0.0,0.0,0.9576397228637412,414.658,433,15.704387990762124,15.704387990762129,-2.0
0.0,0.0,0.0,0.0,0.3779999999999999,1.134,3,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,1.4704888888888887,132.344,90,8.88888888888889,16.666666666666657,-2.0
0.0,0.0,0.0,0.0,0.3727692307692308,14.538,39,5.128205128205128,17.948717948717956,-2.0
0.0,0.0,0.0,0.0,1.8491798245614035,421.613,228,17.543859649122805,11.403508771929822,-2.0
0.0,0.0,0.0,0.0,0.3791433021806853,121.705,321,53.271028037383175,10.591900311526487,-2.0
0.0,0.0,0.0,0.0,0.7819999999999999,1.5639999999999998,2,0.0,0.0,-2.0
0.0,0.0,0.0,0.0,0.42462,42.462,100,8.0,18.0,-2.0
0.0,0.0,0.0,0.0,0.2502440944881889,31.781,127,94.48818897637796,0.0,-2.0
0.0,0.0,0.0,0.0,0.3283999999999999,3.284,10,0.0,20.0,-2.0
0.0,0.0,0.0,0.0,0.4839152542372881,28.551,59,32.20338983050847,18.64406779661016,-2.0
0.0,0.0,0.0,0.0,0.5586357142857143,391.045,700,17.71428571428571,17.14285714285714,-2.0
0.0,0.0,0.0,0.0,0.644208695652174,74.084,115,17.391304347826086,13.043478260869565,-2.0
0.0,0.0,0.0,0.0,1.263919540229885,109.961,87,3.4482758620689653,13.793103448275872,-2.0
0.0,0.0,0.0,0.0,1.23525,103.761,84,2.380952380952381,16.666666666666657,-2.0
0.0,0.0,0.0,0.0,0.6438181818181818,70.82000000000001,110,2.727272727272727,19.090909090909093,-2.0
0.0,0.0,0.0,0.0,0.3673333333333333,14.326,39,33.33333333333333,10.256410256410248,1.0
0.5,0.5,0.0,0.0,3.33,33.3,10,20.0,0.0,1.0
0.5,0.5,0.0,0.0,1.3261672297297298,785.091,592,19.42567567567568,13.851351351351354,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,1.6519613333333334,1238.971,750,16.933333333333334,12.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.6223983572895277,303.108,487,25.66735112936345,11.704312114989731,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.3810448548812665,144.416,379,18.20580474934037,18.73350923482849,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.9861498470948012,322.471,327,14.37308868501529,17.43119266055045,1.0
0.5,0.5,0.0,0.0,0.3213958333333333,15.427,48,10.416666666666668,16.666666666666657,1.0
0.5,0.5,0.0,0.0,2.560021739130435,117.761,46,0.0,2.173913043478265,1.0
0.5,0.5,0.0,0.0,2.3069722222222224,83.051,36,47.22222222222222,5.555555555555557,1.0
0.5,0.5,0.0,0.0,0.4962499999999999,3.97,8,12.5,12.5,1.0
0.5,0.5,0.0,0.0,1.0910337078651686,97.102,89,5.617977528089887,23.595505617977537,1.0
0.5,0.5,0.0,0.0,0.5844444444444444,5.26,9,66.66666666666666,0.0,0.0
0.9230769230769232,0.0769230769230769,0.0,0.0,0.92989375,148.78300000000002,160,16.25,15.0,0.0
1.0,0.0,0.0,0.0,0.2128947368421052,4.045,19,63.1578947368421,5.26315789473685,0.0
1.0,0.0,0.0,0.0,1.0014102564102565,78.11,78,28.205128205128204,1.2820512820512704,0.0
1.0,0.0,0.0,0.0,1.8884814814814808,50.989,27,37.03703703703704,0.0,0.0
1.0,0.0,0.0,0.0,2.0820454545454545,45.805,22,9.090909090909092,0.0,0.0
1.0,0.0,0.0,0.0,0.6865283687943262,193.601,282,19.50354609929078,13.120567375886525,0.0
1.0,0.0,0.0,0.0,0.4830232558139535,20.77,43,9.30232558139535,13.95348837209302,0.0
1.0,0.0,0.0,0.0,0.4659722921914357,184.991,397,18.89168765743073,15.113350125944578,0.0
1.0,0.0,0.0,0.0,0.7212448979591837,35.341,49,0.0,4.081632653061234,0.0
1.0,0.0,0.0,0.0,0.7066666666666667,2.12,3,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.090354740061162,356.546,327,8.256880733944955,18.04281345565749,0.0
1.0,0.0,0.0,0.0,1.265702479338843,153.15,121,4.132231404958678,16.52892561983471,0.0
1.0,0.0,0.0,0.0,0.3055384615384615,3.972,13,0.0,15.384615384615389,0.0
1.0,0.0,0.0,0.0,0.9249722222222222,133.196,144,2.083333333333333,14.583333333333345,0.0
1.0,0.0,0.0,0.0,1.2561,75.366,60,1.6666666666666667,6.666666666666671,0.0
1.0,0.0,0.0,0.0,0.6425208333333333,30.841,48,18.75,12.5,0.0
1.0,0.0,0.0,0.0,0.499,2.495,5,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.081764705882353,18.39,17,0.0,11.764705882352942,0.0
1.0,0.0,0.0,0.0,2.29296875,587.0,256,4.296875,10.9375,0.0
1.0,0.0,0.0,0.0,0.7822745098039215,39.896,51,1.96078431372549,13.725490196078423,0.0
1.0,0.0,0.0,0.0,0.4086,2.043,5,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.8466037735849056,44.87,53,0.0,9.433962264150937,0.0
1.0,0.0,0.0,0.0,3.3055,39.666,12,0.0,8.333333333333343,0.0
1.0,0.0,0.0,0.0,0.6993333333333335,8.392000000000001,12,50.0,0.0,0.0
1.0,0.0,0.0,0.0,0.3864333333333333,11.593,30,0.0,10.0,0.0
1.0,0.0,0.0,0.0,1.7146521739130434,39.437,23,0.0,13.043478260869565,0.0
1.0,0.0,0.0,0.0,1.385513274336283,313.126,226,3.982300884955752,13.716814159292028,0.0
1.0,0.0,0.0,0.0,0.5147619047619048,43.24,84,16.666666666666664,4.761904761904773,0.0
1.0,0.0,0.0,0.0,1.8619090909090907,40.962,22,4.545454545454546,9.090909090909092,0.0
1.0,0.0,0.0,0.0,0.3791666666666666,2.275,6,0.0,16.666666666666657,0.0
1.0,0.0,0.0,0.0,0.48225,1.929,4,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.5035000000000001,1.007,2,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.2830714285714286,3.963,14,7.142857142857142,7.142857142857139,0.0
1.0,0.0,0.0,0.0,0.8558951048951049,244.786,286,7.3426573426573425,15.734265734265731,0.0
1.0,0.0,0.0,0.0,0.3918157894736842,44.667,114,8.771929824561402,13.157894736842096,0.0
1.0,0.0,0.0,0.0,1.4316725663716814,161.779,113,9.734513274336283,15.929203539823009,0.0
1.0,0.0,0.0,0.0,0.3331340782122905,59.631,179,7.262569832402235,18.43575418994413,0.0
1.0,0.0,0.0,0.0,1.2196194690265487,137.817,113,4.424778761061947,14.159292035398224,0.0
1.0,0.0,0.0,0.0,0.4746666666666666,1.424,3,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.2001550387596898,619.28,516,13.565891472868216,13.178294573643411,0.0
1.0,0.0,0.0,0.0,1.2688583333333332,456.789,360,12.5,9.166666666666671,0.0
1.0,0.0,0.0,0.0,0.2747142857142857,1.923,7,0.0,14.285714285714292,0.0
1.0,0.0,0.0,0.0,0.649110497237569,117.489,181,4.972375690607735,13.812154696132596,0.0
0.0,1.0,0.0,0.0,0.4071480662983425,368.469,905,11.60220994475138,17.127071823204417,1.0
0.0,1.0,0.0,0.0,0.4167193877551021,81.677,196,11.224489795918368,17.85714285714286,1.0
0.0,1.0,0.0,0.0,0.263047619047619,5.524,21,14.285714285714285,19.04761904761905,1.0
