Score,Probe,P_id,GSR_diff,HR_diff,video_id,valence_acc_video,arousal_acc_video
0.823745905,0,11,0.38,0.08,4,0,0
0.583856294,0,11,0.74,0.14,4,0,0
2.437803405,0,11,2.28,0.22,4,0,0
4.714672893,1,11,2.58,0.32,4,0,0
6.898515933,1,11,3.4,0.1,4,0,0
3.322446062,0,11,1.64,0.46,4,0,0
0.737902346,0,11,0,0.04,4,0,0
2.687132085,0,11,1.16,0.14,4,0,0
3.281676315,0,11,2.02,0.02,4,0,0
0.666359278,0,11,0.26,0.22,4,0,0
2.488972163,0,11,2.76,0.08,4,0,0
2.989652795,0,11,3.94,0.14,4,0,0
4.516894751,0,11,3.22,0.38,4,0,0
2.319875243,0,11,0.8,0.12,4,0,0
4.317216532,0,11,2.8,0.14,4,0,0
3.534575188,0,11,2.2,0,4,0,0
3.802271821,0,11,4.88,0.04,4,0,0
4.084565818,0,11,5.32,0.14,4,0,0
1.161823783,0,11,0.22,0.24,4,0,0
3.701292807,0,11,0.58,0.34,4,0,0
4.02797647,0,11,2.78,0.2,4,0,0
5.297829086,1,11,5.88,0.06,4,0,0
3.114507033,0,11,2.5,0,4,0,0
6.903262018,1,11,3,0.08,4,0,0
4.367724117,0,11,1.94,0.08,4,0,0
5.294915474,1,11,2.62,0.1,4,0,0
0.480016357,0,11,1.06,0.1,4,0,0
3.367006676,0,11,1.96,0.08,4,0,0
6.628859004,1,11,12.46,0.06,5,1,0
0.333745226,0,11,0.78,0.02,5,1,0
2.241716222,0,11,0.08,0.32,5,1,0
0.021774234,0,11,0.94,0.06,5,1,0
0.745300603,0,11,1.06,0,5,1,0
1.129722295,0,11,1.3,0.1,5,1,0
0.593593537,0,11,1.14,0.02,5,1,0
3.434970886,0,11,13.18,0.04,5,1,0
6.540431533,0,11,1.34,0.06,5,1,0
6.67822442,1,11,8.04,0.04,5,1,0
3.720672526,0,11,3.5,0.02,5,1,0
1.882248937,0,11,0.92,0.2,5,1,0
0.897695073,0,11,1.16,0.06,5,1,0
0.114461233,0,11,0,0.08,5,1,0
3.256561567,0,11,2.28,0.08,5,1,0
3.580767432,0,11,1.96,0.08,5,1,0
2.446420592,0,11,2.52,0.1,5,1,0
2.470274874,0,11,2.98,0.06,5,1,0
1.517469684,0,11,0.94,0.2,5,1,0
0.73820937,0,11,0.92,0.02,5,1,0
2.321940347,0,11,1.56,0.06,5,1,0
2.390559244,0,11,1.68,0.08,5,1,0
3.128220693,0,11,1.86,0.06,5,1,0
7.7461355,1,11,5.66,0.08,5,1,0
1.230885448,0,11,0.66,0.26,5,1,0
2.631797944,0,11,1.52,0.02,5,1,0
0.669403117,0,11,0.4,0.16,5,1,0
0.270757778,0,11,0.2,0.02,6,1,0
2.884128481,0,11,3.18,0.04,6,1,0
4.266395559,0,11,4.82,0.02,6,1,0
3.411539653,0,11,3.76,0.12,6,1,0
0.321078714,0,11,2.9,0,6,1,0
3.110731778,0,11,0.48,0.1,6,1,0
1.633934259,0,11,0.1,0,6,1,0
3.292344954,0,11,3,0.14,6,1,0
0.256001693,0,11,0.72,0.06,6,1,0
2.188730615,0,11,1.5,0.16,6,1,0
3.006999301,0,11,3.6,0.1,6,1,0
1.980067525,0,11,1.84,0.12,6,1,0
0.412622254,0,11,1,0.16,6,1,0
0.654568419,0,11,0.34,0.26,6,1,0
1.265017096,0,11,0.44,0.04,6,1,0
1.323195158,0,11,3.86,0.14,6,1,0
3.012207589,0,11,2.72,0,6,1,0
1.985465249,0,11,1.78,0.04,6,1,0
4.523764112,1,11,2.14,0.04,6,1,0
0.049264728,0,11,0.24,0.02,6,1,0
2.322565737,0,11,1.7,0.22,6,1,0
4.213371714,0,11,1.82,0.64,6,1,0
2.827691859,0,11,1.96,0.02,6,1,0
0.256475604,0,11,0.72,0.2,6,1,0
4.845029244,1,11,2.2,0.24,6,1,0
1.103980155,0,11,0.42,0.06,6,1,0
3.887538706,0,11,2.54,0.08,6,1,0
0.076559423,0,11,0.18,0.22,7,0,1
0.376107279,0,11,0.2,0.1,7,0,1
2.144172603,0,11,5.3,0.22,7,0,1
6.653639362,1,11,0.1,0.04,7,0,1
1.162946628,0,11,1,0.54,7,0,1
0.608447176,0,11,1.06,0.3,7,0,1
7.201847096,1,11,7.38,0.28,7,0,1
2.153806762,0,11,2.24,0.4,7,0,1
4.815818234,0,11,5.82,0.12,7,0,1
2.543683133,0,11,4.08,0.08,7,0,1
2.021053403,0,11,1.18,0.18,7,0,1
5.234734947,1,11,4.38,0.1,7,0,1
0.206025465,0,11,0.22,0.1,7,0,1
2.958881357,0,11,3.28,0.12,7,0,1
3.586215084,0,11,4.04,0.24,7,0,1
3.024955807,0,11,2.92,0.32,7,0,1
3.401275023,0,11,2.94,0.08,7,0,1
0.251943397,0,11,1.08,0.12,7,0,1
4.011347262,0,11,2.5,0.28,7,0,1
1.123369065,0,11,0.02,0.32,7,0,1
2.951459291,0,11,1.56,0.12,7,0,1
4.029158278,0,11,3.44,0.06,7,0,1
4.083837202,0,11,2.86,0.16,7,0,1
6.933118678,1,11,5.08,0,7,0,1
4.780450728,0,11,3.78,0.16,7,0,1
1.484709833,0,11,1.3,0.04,7,0,1
2.718707339,0,11,1.84,0.04,7,0,1
2.196734457,0,11,1.36,0.08,7,0,1
0.004226833,0,11,0.4,0.04,7,0,1
0.602093096,0,11,0.18,0.1,7,0,1
1.587037197,0,11,1.68,0.04,7,0,1
1.099342061,0,11,0.92,0.02,7,0,1
1.377183608,0,11,0.58,0.14,7,0,1
0.586896925,0,11,0.4,0.08,7,0,1
2.524685409,0,11,1.38,0.06,7,0,1
0.546688893,0,11,0.22,0.02,7,0,1
2.559414637,0,11,4.3,0,7,0,1
0.607997645,0,11,0.96,0.24,7,0,1
3.97781929,0,11,3.5,0.32,8,0,1
1.943282263,0,11,0.52,0.24,8,0,1
4.555483953,1,11,6.94,0.06,8,0,1
1.227183171,0,11,0.44,0.06,8,0,1
0.442794587,0,11,0.06,0.58,8,0,1
0.648691921,0,11,0.74,0.24,8,0,1
4.63173365,1,11,2.7,0.22,8,0,1
4.158489917,0,11,3.58,0.12,8,0,1
3.305957356,0,11,2.16,0.06,8,0,1
0.000897614,0,11,0.02,0.04,8,0,1
2.361642902,0,11,1.28,0.04,8,0,1
0.150259631,0,11,0.38,0.1,8,0,1
2.947985736,0,11,1.02,0.02,8,0,1
0.895639319,0,11,0.82,0.02,8,0,1
1.048624878,0,11,0.72,0.08,8,0,1
5.187093269,1,11,2.66,0.04,8,0,1
0.349001716,0,11,0.1,0,8,0,1
2.389432133,0,11,1.56,0.04,8,0,1
1.436550262,0,11,1.32,0.04,8,0,1
2.939451226,0,11,1.34,0.02,8,0,1
2.391308243,0,11,1.14,0.04,8,0,1
0.989645321,0,11,0.58,0.1,8,0,1
0.127153807,0,11,0.4,0.18,8,0,1
4.701198148,1,11,2.42,0.18,8,0,1
2.465105758,0,11,1.28,0.06,8,0,1
0.496976918,0,11,0.16,0.02,8,0,1
0.025084363,0,11,0.02,0,8,0,1
0.524004566,0,11,0.66,0.02,8,0,1
3.601722969,0,11,2.34,0.06,8,0,1
0.001550799,0,11,0.24,0.02,8,0,1
0.46178118,0,1,1.08,0.08,1,1,1
8.046204077,1,1,9.28,0.16,1,1,1
3.993925495,0,1,3.46,0.2,1,1,1
2.150951045,0,1,2.98,0.14,1,1,1
2.093338598,0,1,2.28,0.04,1,1,1
2.164846393,0,1,1.38,0.16,1,1,1
3.312871334,0,1,1.94,0.06,1,1,1
3.034752742,0,1,2.08,0.06,1,1,1
1.642794408,0,1,1.76,0.08,1,1,1
2.614847953,0,1,1.6,0,1,1,1
1.531775955,0,1,1.3,0.08,1,1,1
4.91729056,1,1,2.26,0.2,1,1,1
2.027404939,0,1,1.16,0.22,1,1,1
0.559239315,0,1,0.34,0.06,1,1,1
2.359102206,0,1,1.44,0.3,1,1,1
1.324141274,0,1,0.68,0.26,1,1,1
0.000699883,0,1,0.04,0.14,1,1,1
3.281080747,0,1,1.2,0.3,1,1,1
2.859362495,0,1,1.02,0.2,1,1,1
0.094489762,0,1,0.06,0.14,1,1,1
7.133976866,1,1,4.08,0.16,1,1,1
4.722589295,0,1,2.24,0.26,1,1,1
0.057281177,0,1,0.3,0.18,1,1,1
3.326042247,0,1,2.24,0.04,1,1,1
0.217052304,0,1,0.54,0.26,1,1,1
1.963409822,0,1,2.24,0.02,1,1,1
8.594193263,1,1,9.22,0.74,1,1,1
3.118341256,0,1,2.54,0.18,1,1,1
2.907816669,0,1,1.5,0.06,1,1,1
0.078392304,0,1,0.34,0.1,1,1,1
1.67069933,0,1,1.12,0.1,1,1,1
3.69396257,0,1,3.1,0.04,1,1,1
2.740490514,0,1,2.04,0.1,1,1,1
3.955539093,0,1,2.02,0.1,1,1,1
6.895626748,1,12,101.36,566.46,1,1,1
5.930968694,0,12,8.98,233.26,1,1,1
2.026928588,0,12,6.14,48.94,1,1,1
1.095136659,0,12,11.2,1.68,1,1,1
1.193539807,0,12,1.62,0.44,1,1,1
3.841896663,0,12,3.16,0.42,1,1,1
4.058285231,0,12,8.22,1.9,1,1,1
0.061443881,0,12,1.16,1.26,1,1,1
0.236245034,0,12,1.26,0.58,1,1,1
0.000687104,0,12,1.54,1.46,1,1,1
0.020279466,0,12,0.32,14.64,1,1,1
3.747016799,0,12,4.72,97.56,1,1,1
3.735531648,0,12,2.06,93.36,1,1,1
6.274302412,0,12,7.64,23.58,1,1,1
0.000973757,0,12,1.34,8.5,1,1,1
0.049722232,0,12,1.14,14.16,1,1,1
1.563901481,0,12,19.44,22.32,1,1,1
0.93547199,0,12,3.54,8.32,1,1,1
3.101287351,0,12,16.96,49.06,1,1,1
2.384204528,0,12,49.72,175.06,1,1,1
7.016805501,1,12,83,261.5,1,1,1
2.718661348,0,12,18.12,180.2,1,1,1
3.464061245,0,12,8.74,6.22,1,1,1
2.469703612,0,12,3.38,82.96,1,1,1
6.68896434,1,12,7.98,80.16,1,1,1
0.182519121,0,12,3.42,0.92,1,1,1
0.047662386,0,12,0.78,0.28,1,1,1
5.360216575,0,12,5.3,0.36,1,1,1
0.043778867,0,12,1.86,0.32,1,1,1
3.848914754,0,12,3.78,0.48,1,1,1
1.358448588,0,12,3.72,0.88,1,1,1
1.079499105,0,12,1.24,0.58,1,1,1
2.347324537,0,12,1.86,0.42,1,1,1
3.606088806,0,12,2.7,0.02,2,1,1
2.182339774,0,12,6.58,2.84,2,1,1
2.479622118,0,12,17.36,0.4,2,1,1
4.126221846,0,12,8.36,0.46,2,1,1
1.519808083,0,12,0.66,3.44,2,1,1
6.317801821,1,12,6.24,1.36,2,1,1
5.479383059,0,12,4.82,0.66,2,1,1
4.008262641,0,12,5.06,0.12,2,1,1
3.88755751,0,12,4.62,0.12,2,1,1
0.05428446,0,12,0.66,1.32,2,1,1
3.622748906,0,12,16.66,0.48,2,1,1
2.663967317,0,12,21.94,0.48,2,1,1
2.398484991,0,12,7.26,0.5,2,1,1
5.655473173,1,12,33.26,0.08,2,1,1
2.884831856,0,12,18.7,0.4,2,1,1
5.766740891,1,12,24.28,0.38,2,1,1
1.654629977,0,12,4.42,0.06,2,1,1
3.507786905,0,12,5.2,0.12,2,1,1
4.906073691,0,12,5.8,0.06,2,1,1
3.388520293,0,12,3.58,0.48,2,1,1
1.391604026,0,12,2.06,0.02,2,1,1
1.490760186,0,12,0.62,0.1,2,1,1
5.178645987,0,12,8.5,0.08,2,1,1
8.134367641,1,12,12.02,0.08,2,1,1
2.659853172,0,12,7.18,0.44,2,1,1
0.421879641,0,12,2.52,0.04,2,1,1
4.086767771,0,12,18,0.08,2,1,1
3.370507667,0,12,1.72,0.1,2,1,1
4.223087767,0,12,5.9,0.18,2,1,1
0.049894736,0,12,1.74,0.16,2,1,1
5.437453872,0,12,20.28,0.26,2,1,1
4.354980297,0,12,5.88,0.14,2,1,1
2.119588431,0,12,9.42,93.02,3,0,0
