Score,Probe,P_id,GSR_diff,HR_diff,video_id,valence_acc_video,arousal_acc_video
7.752042907,1,15,135.64,309.46,6,1,0
4.384422904,0,15,62.9,169.22,6,1,0
5.813139929,0,15,6.2,1.54,6,1,0
2.710709773,0,15,4.68,1.4,6,1,0
4.432230613,0,15,3.86,0.74,6,1,0
0.003394459,0,15,0.06,0.1,6,1,0
1.354287085,0,15,1.06,0.5,6,1,0
2.740616506,0,15,0.42,1.44,6,1,0
4.273596186,0,15,122.86,557.08,6,1,0
3.752340954,0,15,83.78,66.02,6,1,0
6.319087709,1,15,11.08,2.74,6,1,0
6.621390734,1,15,10.08,0.36,6,1,0
5.40682653,0,15,8.46,0.58,6,1,0
5.254117407,0,15,5.24,0.02,6,1,0
1.489240273,0,15,3.2,0.02,6,1,0
1.961793815,0,15,2.1,0.52,6,1,0
1.343878078,0,15,2.72,0.78,6,1,0
1.362746253,0,15,4.76,0.52,6,1,0
2.838180846,0,15,13.96,30.52,7,0,1
0.420025964,0,15,4.54,12.8,7,0,1
5.898735007,1,15,33.14,5.54,7,0,1
5.160016389,1,15,31.26,31.4,7,0,1
3.53463798,0,15,9.84,59.7,7,0,1
2.512908293,0,15,15.74,81.96,7,0,1
1.593958707,0,15,9.54,26.2,7,0,1
1.072335747,0,15,10.84,6.14,7,0,1
0.321246442,0,15,6.06,59.9,7,0,1
4.6330545,1,15,32.56,100.06,7,0,1
0.389536255,0,15,4.52,1.04,7,0,1
2.9494438,0,15,6.62,10.3,7,0,1
4.341657442,0,15,11.04,13,7,0,1
4.813455383,1,15,5.1,20.1,7,0,1
1.099359803,0,15,0.34,55.08,7,0,1
5.92407681,1,15,6.4,46.02,7,0,1
6.230401048,1,15,12.9,160.8,7,0,1
2.349079836,0,15,3.22,130.08,7,0,1
3.441320753,0,15,0.66,89.98,7,0,1
3.437016594,0,15,1.76,11.94,7,0,1
1.531049958,0,15,9.92,12.46,7,0,1
5.643650371,1,15,3.76,6.4,7,0,1
3.13E-08,0,15,0.02,8.18,7,0,1
2.325399056,0,15,5.08,63.58,7,0,1
1.930990221,0,15,0.24,85.42,7,0,1
3.619702102,0,15,6.6,62.04,7,0,1
0.347311645,0,15,3.52,57.08,7,0,1
4.499498576,1,15,3.18,20.1,7,0,1
0.368859039,0,15,3.74,7.36,7,0,1
4.252879614,0,15,2.2,71.58,7,0,1
4.483682683,1,15,16.82,29.76,7,0,1
3.783463468,0,15,16.62,46.16,7,0,1
2.69E-08,0,15,2.96,11.74,7,0,1
1.810924995,0,15,13.7,7.24,7,0,1
3.289981879,0,15,6.28,10.26,7,0,1
1.110006575,0,15,3,7.94,7,0,1
0.001303319,0,15,1.76,26.04,7,0,1
0.84801465,0,15,10.06,4.36,7,0,1
5.350502929,0,15,4.34,0.24,8,0,1
2.131315469,0,15,0.54,0.44,8,0,1
5.488940982,1,15,8.2,0.02,8,0,1
3.150293902,0,15,4.84,0.52,8,0,1
4.728649226,0,15,5.88,1.04,8,0,1
3.878482644,0,15,5.46,0.52,8,0,1
5.405977105,0,15,0.14,3.3,8,0,1
2.734425967,0,15,0.08,1.24,8,0,1
5.140362785,0,15,7.1,2.76,8,0,1
6.190987114,1,15,3.28,3.26,8,0,1
1.67085038,0,15,13,2.24,8,0,1
1.64530681,0,15,1.76,0.8,8,0,1
1.794122491,0,15,0.94,0.6,8,0,1
6.258761125,1,15,1.88,4.1,8,0,1
3.552221899,0,15,0.42,2.88,8,0,1
5.328664271,0,15,5.26,4.24,8,0,1
5.266861591,0,15,68.84,360.76,8,0,1
5.174457502,0,15,30.96,37.6,8,0,1
2.526926905,0,15,70.34,88.62,8,0,1
0.020464679,0,15,2.2,5.66,8,0,1
3.311749903,0,15,32.68,70.06,8,0,1
5.450463496,1,15,162.84,417.18,8,0,1
3.204623225,0,15,17.72,2.32,8,0,1
5.338488363,0,15,9.18,1.44,8,0,1
2.514924373,0,15,3.46,0.44,8,0,1
3.12433028,0,15,4.72,0.22,8,0,1
6.445712446,1,15,109.92,489.88,8,0,1
4.172294525,0,15,39.68,21.88,8,0,1
3.192705622,0,1,4.8,0.1,5,1,0
2.412149788,0,1,0.8,0.18,5,1,0
0.562531874,0,1,1.16,0.06,5,1,0
3.195018253,0,1,1.94,0.24,5,1,0
0.670480498,0,1,0.22,0.1,5,1,0
1.581883575,0,1,0.74,0.18,5,1,0
6.848816944,1,1,4.8,0.08,5,1,0
4.665501141,1,1,2.2,0.02,5,1,0
1.114528622,0,1,0.56,0.1,5,1,0
0.368842913,0,1,0.54,0.18,5,1,0
4.661446846,0,1,4.02,0.12,5,1,0
0.221261188,0,1,0.48,0.16,5,1,0
4.27E-05,0,1,0.1,0.1,5,1,0
3.142189129,0,1,1.64,0.1,5,1,0
0.280834926,0,1,0.54,0.14,5,1,0
2.87118387,0,1,1.74,0.22,5,1,0
1.882718956,0,1,0.84,0.24,5,1,0
1.24E-08,0,1,0.06,0.06,5,1,0
0.065129024,0,1,0.1,0.1,5,1,0
2.187566677,0,1,0.64,0.04,5,1,0
1.601159548,0,1,1.38,0.12,5,1,0
1.886171763,0,1,1.04,0.2,5,1,0
2.298060694,0,1,1.06,0.22,5,1,0
1.909609072,0,1,0.84,0.16,5,1,0
1.603674484,0,1,1,0.06,5,1,0
1.807413297,0,1,1.02,0.04,5,1,0
0.652490162,0,1,0.98,0.1,5,1,0
5.714516738,0,16,2.34,2.06,1,1,1
1.251930329,0,16,17.54,0.92,1,1,1
2.686650436,0,16,20.68,0.24,1,1,1
6.956729745,1,16,1.8,5.44,1,1,1
7.243116328,1,16,10.58,0.22,1,1,1
7.414319408,1,16,8.1,0.04,1,1,1
0.727749182,0,16,2.3,1.32,1,1,1
1.452672067,0,16,1.6,0.68,1,1,1
0.825069157,0,16,4.7,0.26,1,1,1
2.924462498,0,16,14.78,0.3,1,1,1
4.584087503,0,16,9.6,0.34,1,1,1
6.967442006,1,16,8.42,0.32,1,1,1
6.095989063,0,16,6.72,0.46,1,1,1
6.604368427,0,16,9.7,0.82,1,1,1
3.298001418,0,16,9,0.26,1,1,1
4.209293021,0,16,13.94,0.1,1,1,1
1.871700457,0,16,3.5,0.78,1,1,1
1.322426212,0,16,2.26,0.8,1,1,1
3.692222599,0,16,0.92,1.02,1,1,1
3.426723998,0,16,6.16,0.04,1,1,1
4.213756365,0,16,9.52,1.44,1,1,1
3.716912369,0,16,11.26,0.42,1,1,1
5.54534059,0,16,5.98,2.64,1,1,1
7.124681171,1,16,4.94,2.46,1,1,1
3.241182571,0,16,29.32,0.36,1,1,1
6.772782565,1,16,8.72,0.96,1,1,1
5.897338474,0,16,8.64,0.44,1,1,1
1.334690365,0,16,16.64,1.26,1,1,1
3.47030612,0,16,7.06,2.42,1,1,1
7.738999188,1,16,12.9,1.8,1,1,1
2.468358961,0,16,2.5,0.24,1,1,1
2.093569006,0,16,19.28,1.66,1,1,1
1.905895937,0,16,6.02,1.24,1,1,1
7.148037723,1,16,70.08,0.8,1,1,1
3.816124133,0,16,39.38,2.22,2,1,1
0.204985752,0,16,6.6,0.92,2,1,1
4.974553626,0,16,21.86,1.92,2,1,1
2.345885009,0,16,2.36,5.1,2,1,1
2.822485423,0,16,29.5,1.7,2,1,1
1.771422191,0,16,11.7,0.74,2,1,1
2.185327891,0,16,6.6,0.6,2,1,1
3.395454561,0,16,24.28,0.88,2,1,1
2.011538312,0,16,22.4,1.26,2,1,1
4.584601325,0,16,67.76,1.56,2,1,1
3.043981506,0,16,17.44,1.32,2,1,1
2.426322076,0,16,10.86,0.12,2,1,1
2.914241205,0,16,18.76,0.26,2,1,1
0.785391923,0,16,7.56,0.36,2,1,1
3.400243125,0,16,40.26,2.18,2,1,1
5.113950715,1,16,9.86,0.06,2,1,1
3.06289871,0,16,25.5,0.36,2,1,1
4.932046321,0,16,23.02,3.14,2,1,1
4.978659543,0,16,12.44,0.92,2,1,1
0.468230541,0,16,11.96,1.74,2,1,1
2.291122528,0,16,8.84,0.54,2,1,1
1.944824467,0,16,4.8,0.84,2,1,1
7.793597111,1,16,14.04,2.64,2,1,1
1.491947521,0,16,6.02,0.18,2,1,1
2.02580015,0,16,16.66,0.06,2,1,1
5.173756145,1,16,22.26,0.68,2,1,1
5.78879018,1,16,9.76,0.34,2,1,1
4.131134316,0,16,22.68,0.32,2,1,1
0.673914662,0,16,6.34,0.18,2,1,1
0.076467962,0,16,5.9,0.06,2,1,1
2.50299595,0,16,18.48,0.58,2,1,1
1.079473486,0,16,14.88,0.04,2,1,1
0.751715597,0,16,0.22,0.4,2,1,1
7.272072383,0,16,96.62,0.24,3,0,0
1.440012891,0,16,20.08,0.92,3,0,0
7.437607781,1,16,99.66,0.1,3,0,0
2.924086506,0,16,14.8,0.54,3,0,0
5.072120772,0,16,27.42,0.32,3,0,0
3.142566555,0,16,44.02,0.12,3,0,0
3.819363073,0,16,42.98,0.7,3,0,0
1.74442833,0,16,19.62,0.66,3,0,0
1.727066544,0,16,1.98,0.38,3,0,0
2.188863708,0,16,0.8,0.1,3,0,0
3.048854245,0,16,3.24,0.22,3,0,0
5.704034292,0,16,56.16,0.1,3,0,0
5.401480313,0,16,42.36,0.8,3,0,0
7.481930754,1,16,66.14,0.84,3,0,0
0.333237273,0,16,30.8,0.34,3,0,0
3.335551466,0,16,9.12,0.94,3,0,0
3.684622673,0,16,100.52,1.1,3,0,0
4.966595214,0,16,15.56,1.44,3,0,0
6.27704261,0,16,7.78,1.96,3,0,0
2.823992487,0,16,15.36,0.54,3,0,0
0.971039011,0,16,13.6,0.26,3,0,0
1.465046298,0,16,7.28,0.3,3,0,0
2.308290334,0,16,1.78,0.36,4,0,0
6.036247977,1,16,11.52,0.26,4,0,0
6.937266931,1,16,17.46,0.46,4,0,0
0.0633449,0,16,1.92,0.62,4,0,0
0.173879217,0,16,3.38,0.2,4,0,0
2.080206551,0,16,17.22,0.3,4,0,0
0.231802561,0,16,6.7,0.24,4,0,0
3.647749349,0,16,5.1,0.14,4,0,0
4.345526153,0,16,4.16,0.04,4,0,0
2.339837214,0,16,4.54,0.12,4,0,0
1.164429192,0,16,10.78,0.02,4,0,0
5.460180293,0,16,34.24,0.3,4,0,0
5.532603325,0,16,10.66,0.18,4,0,0
1.762172366,0,16,3.58,0.36,4,0,0
2.201696972,0,16,7.82,0.54,4,0,0
2.554402508,0,16,10.78,0.28,4,0,0
0.35357148,0,16,0.96,0.22,4,0,0
5.490455513,0,16,24.68,0.22,4,0,0
5.119037809,0,16,3.32,0.34,4,0,0
3.292504437,0,16,1.76,0.1,4,0,0
1.241980188,0,16,1.7,0.36,4,0,0
7.883500984,1,16,6.46,0.58,4,0,0
2.129340012,0,16,1.14,0.12,4,0,0
0.076022683,0,16,1.7,0.58,4,0,0
3.487282209,0,16,4.48,0.5,4,0,0
0.429159142,0,16,0.44,0.24,4,0,0
3.476720959,0,16,2.16,0.3,4,0,0
3.586622138,0,16,13.54,0.22,4,0,0
5.444253245,0,16,0.52,0.1,4,0,0
3.239747345,0,16,3.04,0.22,4,0,0
4.16869328,0,16,3.62,0.28,4,0,0
3.474287253,0,16,4.84,0.94,5,1,0
3.259117553,0,16,5.1,0.46,5,1,0
2.99437506,0,16,0.68,0.56,5,1,0
0.518508892,0,16,0.46,0.9,5,1,0
4.132939135,0,16,18.1,0.52,5,1,0
1.96177216,0,16,17.28,0.52,5,1,0
4.980909055,0,16,4.72,0.78,5,1,0
5.901257712,1,16,8.64,0.4,5,1,0
4.263862734,0,16,20.2,0.14,5,1,0
0.2056432,0,16,0.8,0.26,5,1,0
2.255923683,0,16,5.46,0.04,5,1,0
5.507715063,1,16,0.04,0.38,5,1,0
4.863841969,0,16,4.48,0.86,5,1,0
4.689030441,0,16,5.28,0.8,5,1,0
4.795253712,0,16,7.3,0.26,5,1,0
0.744283373,0,16,3.26,0.02,5,1,0
5.720374347,1,16,11.08,0.08,5,1,0
4.437894701,0,16,29.24,1.2,5,1,0
6.484114705,1,16,46.2,1.02,5,1,0
5.213636847,1,16,0.48,0.42,5,1,0
7.133862691,1,16,8.22,0.18,5,1,0
2.712545921,0,16,7.72,0.24,5,1,0
0.352181098,0,16,0.78,0.02,5,1,0
1.36772991,0,16,1.24,0.46,5,1,0
3.782133523,0,16,5.2,0.2,5,1,0
2.774170707,0,16,18.24,0.38,5,1,0
1.781835579,0,16,5.4,0.28,5,1,0
3.532165284,0,16,26.78,0.92,6,1,0
4.35622623,0,16,16.54,0.52,6,1,0
4.853102522,1,16,8.48,0.82,6,1,0
4.791879724,1,16,35.72,1.2,6,1,0
3.833989024,0,16,46.72,0.34,6,1,0
4.361054144,0,16,2.18,1.8,6,1,0
4.811175763,1,16,13.5,0.94,6,1,0
0.975414865,0,16,8.1,0.66,6,1,0
4.518817934,1,16,22.2,1.34,6,1,0
5.169098824,1,16,14.9,1.18,6,1,0
3.49380545,0,16,2.9,0.26,6,1,0
5.4431524,1,16,7.22,0.1,6,1,0
3.015639655,0,16,13.6,0.4,6,1,0
5.099121974,1,16,58.62,0.14,6,1,0
1.66694026,0,16,5.24,0.7,6,1,0
0.951499492,0,16,17.92,2.72,6,1,0
3.569660408,0,16,70.1,4.56,6,1,0
4.363694312,0,16,21.18,0.38,6,1,0
0.033133691,0,16,1.18,0.06,6,1,0
0.536040309,0,16,3.74,0.12,6,1,0
5.208520921,1,16,6.94,1.5,6,1,0
4.458708049,1,16,2.26,0,6,1,0
2.349467551,0,16,16.3,0.32,6,1,0
3.755198798,0,16,1.44,0.66,6,1,0
1.854118356,0,16,0.34,0.5,6,1,0
1.600892435,0,16,3.28,0.1,6,1,0
5.467775997,1,16,20.02,0.88,6,1,0
8.355360285,1,16,24.46,0.5,7,0,1
4.991150209,1,16,10.46,1.74,7,0,1
2.187313061,0,16,5.16,0.2,7,0,1
4.290482343,0,16,12.7,0.66,7,0,1
1.203485072,0,16,24.22,1.3,7,0,1
4.018772504,0,16,3.8,16.62,7,0,1
2.410988092,0,16,10.04,1.46,7,0,1
3.489854458,0,16,4.36,2.1,7,0,1
4.766409707,0,16,18.22,2.88,7,0,1
3.835985197,0,16,8.28,0.48,7,0,1
0.77474511,0,16,3.38,0.08,7,0,1
7.798330321,1,16,4.62,0.14,7,0,1
3.72077172,0,16,5.28,0.46,7,0,1
3.47921516,0,16,28.88,0.18,7,0,1
5.132244094,1,16,3.08,1.32,7,0,1
4.513164308,0,16,16.04,0.24,7,0,1
0.832910818,0,16,1,0.26,7,0,1
1.006365928,0,16,1.42,0.66,7,0,1
1.204010591,0,16,2.32,1.06,7,0,1
6.384032056,1,16,24.32,0.72,7,0,1
2.161397719,0,16,7.36,0,7,0,1
9.5296998,1,16,19.18,0.26,7,0,1
5.780188582,1,16,10.38,0.12,7,0,1
0.927336284,0,16,9.3,0.14,7,0,1
1.965845052,0,16,5.14,0.16,7,0,1
3.900439989,0,16,10.32,0.24,7,0,1
1.392595332,0,16,2.28,0.02,7,0,1
6.194279221,1,16,4.04,0.64,7,0,1
3.596470868,0,16,3.1,0.54,7,0,1
1.533163651,0,16,3.02,0.12,7,0,1
1.214996252,0,16,0.26,0.28,7,0,1
2.150025827,0,16,0.92,0.12,7,0,1
1.589734754,0,16,0.02,0.32,7,0,1
6.43E-05,0,16,0.3,0.22,7,0,1
1.319082519,0,16,0.4,0.04,7,0,1
4.54E-05,0,16,0,0.04,7,0,1
5.668150827,1,16,5.86,0.4,7,0,1
4.57416448,0,16,5.8,0.64,7,0,1
3.345308858,0,16,19.94,0.28,8,0,1
2.743582625,0,16,7,0.04,8,0,1
3.604353581,0,16,12.8,0.88,8,0,1
5.536560378,0,16,7.12,1.1,8,0,1
1.700548236,0,16,3.98,0.4,8,0,1
1.519402986,0,16,0.9,0.1,8,0,1
8.147931818,1,16,7.18,0.54,8,0,1
2.833675977,0,16,4.18,0.74,8,0,1
0.427881699,0,16,0.64,0.18,8,0,1
3.382710678,0,16,2.8,0.32,8,0,1
7.465142144,1,16,5.84,0.02,8,0,1
0.018441086,0,16,0.64,0,8,0,1
4.60590738,0,16,1.56,0.1,8,0,1
2.322627953,0,16,4.44,0.14,8,0,1
1.690636032,0,16,2.62,0.34,8,0,1
0.061676401,0,16,0.52,0.14,8,0,1
3.696910497,0,16,3.86,0.36,8,0,1
0.404023649,0,16,0.36,0.16,8,0,1
2.765020794,0,16,1.6,0.12,8,0,1
3.716103112,0,16,8.46,0.42,8,0,1
4.111485013,0,16,2.32,0.4,8,0,1
3.611140748,0,16,13.5,0.06,8,0,1
0.42142479,0,16,4.46,0.28,8,0,1
3.311803956,0,16,8.12,0.48,8,0,1
4.586888247,0,16,44.92,0.6,8,0,1
13.47681992,1,16,31.3,0.26,8,0,1
3.949844104,0,16,1.66,0.88,8,0,1
3.087713597,0,16,11.06,0.1,8,0,1
3.486473445,0,1,5.18,0.42,6,1,0
2.916301241,0,1,3.3,0.2,6,1,0
1.12378077,0,1,1.82,0.14,6,1,0
6.652114253,1,1,5.8,0.02,6,1,0
1.833608727,0,1,4.52,0.14,6,1,0
3.602457114,0,1,4.16,0.12,6,1,0
5.301164424,1,1,3.9,0.1,6,1,0
3.931831464,0,1,3.5,0.1,6,1,0
4.856458465,0,1,2.74,0.02,6,1,0
3.874029232,0,1,2.92,0.02,6,1,0
3.073955784,0,1,2.8,0.32,6,1,0
4.230663217,0,1,2.6,0.04,6,1,0
3.560855069,0,1,2.26,0.08,6,1,0
2.964794945,0,1,2.04,0.14,6,1,0
3.086907741,0,1,2,0.16,6,1,0
2.974607719,0,1,1.32,0.04,6,1,0
2.854577634,0,1,1.2,0.06,6,1,0
2.104345491,0,1,0.8,0.06,6,1,0
2.066280178,0,1,0.84,0.2,6,1,0
0.822590964,0,1,0.8,0.26,6,1,0
1.932292428,0,1,1.04,0.22,6,1,0
1.792949857,0,1,0.92,0.24,6,1,0
1.654386057,0,1,1.3,0.1,6,1,0
0.359425478,0,1,0.66,0.04,6,1,0
1.35030587,0,1,0.86,0.22,6,1,0
2.16393026,0,1,1.04,0.02,6,1,0
0.578988172,0,1,0.4,0.16,6,1,0
2.041296741,0,1,0.92,0.04,6,1,0
7.242383765,1,17,9.22,0.24,1,1,1
0.000158645,0,17,0.5,0.28,1,1,1
0.250275812,0,17,0.82,0.28,1,1,1
0.476230982,0,17,0.34,0.18,1,1,1
3.699021318,1,17,2.42,0.26,1,1,1
3.497730282,1,17,2.22,7.36,1,1,1
0.048150388,0,17,0.84,1.4,1,1,1
2.777637939,0,17,1.9,0.42,1,1,1
2.355194312,0,17,1.7,0.36,1,1,1
1.290488153,0,17,1.5,1.1,1,1,1
5.135795625,1,17,3.8,1.14,1,1,1
0.000103687,0,17,0.72,0.12,1,1,1
3.305249343,1,17,1.94,0.1,1,1,1
4.030799097,1,17,2.64,0.56,1,1,1
0.774495879,0,17,1.18,0.12,1,1,1
1.018198157,0,17,0.96,0.02,1,1,1
0.574853401,0,17,0.66,0.5,1,1,1
0.272612769,0,17,0.94,0.3,1,1,1
8.082409048,1,17,6.16,1.1,1,1,1
2.778975973,0,17,1.3,0.08,1,1,1
3.276055889,1,17,1.44,0.38,1,1,1
0.913761766,0,17,1.06,0.22,1,1,1
2.324497476,0,17,1.66,0.18,1,1,1
1.159239824,0,17,1.12,0.68,1,1,1
1.286253808,0,17,1.8,4.84,1,1,1
3.874537443,1,17,10.02,6.08,1,1,1
7.164903572,1,17,11,2.24,1,1,1
0.041352925,0,17,0.24,1.18,1,1,1
2.95180208,0,17,2.46,0.94,1,1,1
2.187125377,0,17,5.36,0.14,1,1,1
2.133132534,0,17,3.62,0.86,1,1,1
1.696306265,0,17,0.7,0.9,1,1,1
4.127008654,1,17,3.56,0.78,1,1,1
1.9818582,0,17,1.24,0.84,1,1,1
3.566029711,0,17,12.46,1.48,2,1,1
3.015605775,0,17,5.02,1.06,2,1,1
3.486796894,0,17,4.36,0.26,2,1,1
5.565363172,0,17,6.58,0.5,2,1,1
1.517892891,0,17,16.38,5.7,2,1,1
11.54763481,1,17,25.98,10.92,2,1,1
4.276534404,0,17,6.08,2.1,2,1,1
6.305723887,0,17,6.38,5.08,2,1,1
2.219211872,0,17,2.66,2.12,2,1,1
1.428602919,0,17,1.22,1.1,2,1,1
3.229668202,0,17,1.16,4.38,2,1,1
0.285842095,0,17,0.7,1.16,2,1,1
3.208467461,0,17,0.26,5.46,2,1,1
1.38248905,0,17,0.4,3.42,2,1,1
4.61772091,0,17,9.38,0.64,2,1,1
1.124897366,0,17,4.2,1.04,2,1,1
4.511030624,0,17,9.62,0.5,2,1,1
2.963793785,0,17,2.54,2.38,2,1,1
5.207198783,0,17,7.46,0.44,2,1,1
3.400606364,0,17,3.08,4.22,2,1,1
4.675556259,0,17,26.76,2.02,2,1,1
2.835471226,0,17,9.88,0.24,2,1,1
3.57480712,0,17,4.24,0.06,2,1,1
5.720520982,0,17,6.98,0.74,2,1,1
5.353563253,0,17,7.9,0.22,2,1,1
2.845001569,0,17,3.54,0.3,2,1,1
6.685566931,0,17,8.02,7,2,1,1
3.733543383,0,17,4.06,1.74,2,1,1
3.593384514,0,17,2.04,0.84,2,1,1
4.231271028,0,17,6.68,2.34,2,1,1
2.219694267,0,17,1.16,1.32,2,1,1
7.110600478,1,17,13.02,2.88,2,1,1
3.349421907,0,17,4.3,1.14,2,1,1
3.8759263,0,17,13.74,1.12,3,0,0
2.85348066,0,17,2.22,0.8,3,0,0
6.304057539,0,17,10.64,0.24,3,0,0
7.508178372,0,17,6.76,0.1,3,0,0
7.465296473,0,17,5.16,0,3,0,0
1.9370707,0,17,2.98,0.08,3,0,0
1.14832104,0,17,1.48,0.5,3,0,0
3.574029199,0,17,3.08,0.12,3,0,0
3.858065522,0,17,2.78,0.16,3,0,0
8.386955159,1,17,3.56,0.02,3,0,0
3.713258025,0,17,3.1,0.4,3,0,0
1.626152668,0,17,0.9,0.06,3,0,0
2.79610295,0,17,3.02,0.18,3,0,0
0.278263037,0,17,1.48,0.02,3,0,0
6.274769387,0,17,6.62,0.1,3,0,0
0.022109656,0,17,1,0.2,3,0,0
5.616804241,0,17,6.7,0.1,3,0,0
4.602719213,0,17,5.32,0.84,3,0,0
6.623093724,0,17,9.38,0.98,3,0,0
3.151974322,0,17,3.22,0.96,3,0,0
5.868708687,0,17,5.88,0.38,3,0,0
5.691630634,0,17,5.16,0.08,3,0,0
3.341246429,0,17,3.02,0.4,4,0,0
4.909454281,0,17,1.44,0.32,4,0,0
2.360055511,0,17,3.12,0.74,4,0,0
5.62942779,1,17,12.74,0.62,4,0,0
6.470297999,1,17,6.24,0.28,4,0,0
7.264965967,1,17,7.22,0.06,4,0,0
5.318289876,0,17,5.1,0.06,4,0,0
2.897830836,0,17,2.54,0.26,4,0,0
4.286486817,0,17,3.48,0.34,4,0,0
2.030469599,0,17,1.2,1.14,4,0,0
6.430244776,1,17,24.62,3.18,4,0,0
3.495152098,0,17,2.96,3.3,4,0,0
4.933994446,0,17,3.8,0.14,4,0,0
5.055413946,0,17,5.64,0.46,4,0,0
5.198958781,0,17,5.3,0.1,4,0,0
0.033668641,0,17,1.2,0,4,0,0
2.606698744,0,17,3.64,0.52,4,0,0
4.638910697,0,17,5.52,0.14,4,0,0
3.641834107,0,17,2.88,0.12,4,0,0
1.901975464,0,17,1.26,0.5,4,0,0
3.346551915,0,17,2.92,0.5,4,0,0
4.569379134,0,17,3.3,0.4,4,0,0
4.489549198,0,17,14.98,0.44,4,0,0
5.135813339,0,17,3.36,0.4,4,0,0
6.063833637,1,17,6.38,0.26,4,0,0
1.545400116,0,17,1.7,0.26,4,0,0
3.053186408,0,17,2.32,0.12,4,0,0
5.115277902,0,17,3.6,0.4,4,0,0
2.026478728,0,17,2.82,0.52,4,0,0
1.386997898,0,17,0.5,0.58,4,0,0
2.628477039,0,17,2.54,0.3,4,0,0
6.275223963,1,17,6.04,0.62,5,1,0
2.602236188,0,17,2.32,2.06,5,1,0
6.565791782,1,17,3.96,93.76,5,1,0
2.325012855,0,17,1.02,92.92,5,1,0
0.021954918,0,17,0.08,0.66,5,1,0
1.7341473,0,17,1.68,0.16,5,1,0
2.895763805,0,17,6.62,0.12,5,1,0
2.633279863,0,17,1.28,0.24,5,1,0
5.942319525,0,17,9.86,0.04,5,1,0
5.698229528,0,17,8.38,0.62,5,1,0
0.625910594,0,17,1.48,0.16,5,1,0
4.010534354,0,17,3.4,0.48,5,1,0
3.127224936,0,17,3.28,0.12,5,1,0
0.312342089,0,17,0.82,0.38,5,1,0
1.644914353,0,17,1.74,0.2,5,1,0
4.760951521,0,17,2.6,0.04,5,1,0
4.058238764,0,17,2.26,0.08,5,1,0
0.537040208,0,17,0.42,0.06,5,1,0
4.88853462,0,17,4.12,0.48,5,1,0
3.250757606,0,17,1.98,0.7,5,1,0
5.387291257,0,17,3.36,0.44,5,1,0
1.965541799,0,17,1.66,0.16,5,1,0
4.016913052,0,17,2.58,0.34,5,1,0
0.045894304,0,17,0.86,0.32,5,1,0
2.408682968,0,17,1.86,0.2,5,1,0
1.616264811,0,17,0.9,0,5,1,0
7.857107009,1,17,13.24,1.06,5,1,0
0.457923752,0,17,1.28,0.02,6,1,0
1.507138632,0,17,3.7,0.26,6,1,0
4.238892507,0,17,11.32,0.64,6,1,0
4.433143775,0,17,4.58,0.52,6,1,0
3.005428262,0,17,3,0.42,6,1,0
4.236765496,0,17,4.02,0.66,6,1,0
1.708942608,0,17,1.16,0.12,6,1,0
3.994769606,0,17,10.36,1,6,1,0
2.660104136,0,17,5.48,3.72,6,1,0
1.713707535,0,17,8.42,3.62,6,1,0
1.634864877,0,17,1.78,2.04,6,1,0
0.857015821,0,17,5.34,2.2,6,1,0
5.489069347,1,17,7.58,1.32,6,1,0
4.465730775,0,17,2.8,2.8,6,1,0
2.0878006,0,17,1.04,1.06,6,1,0
2.793225073,0,17,4.06,2.06,6,1,0
4.795681034,1,17,16.06,45.58,6,1,0
4.425782837,0,17,23.22,20.26,6,1,0
2.357102648,0,17,7.12,0.22,6,1,0
3.348684172,0,17,17.34,0.74,6,1,0
3.378253703,0,17,3.52,1.78,6,1,0
2.912835417,0,17,1.86,0.54,6,1,0
6.521021821,1,17,2.84,0.24,6,1,0
5.499780483,1,17,7.52,4,6,1,0
2.546064552,0,17,14.2,1.84,6,1,0
4.891963243,1,17,2.8,0.5,6,1,0
0.554703216,0,17,1.28,1.8,6,1,0
5.944558686,1,17,8.54,1.36,7,0,1
7.3702835,1,17,10.72,1.76,7,0,1
4.310217671,0,17,3.88,1.16,7,0,1
2.585119089,0,17,1.14,0.28,7,0,1
4.751329456,0,17,0.08,1.16,7,0,1
5.338845036,0,17,6.56,0.5,7,0,1
3.094221804,0,17,12.46,0.82,7,0,1
2.168355456,0,17,1.58,0.78,7,0,1
0.023208212,0,17,0.58,0.06,7,0,1
3.577256964,0,17,3.98,0.06,7,0,1
0.000115813,0,17,1.04,0.24,7,0,1
7.47E-05,0,17,0.66,0.58,7,0,1
0.344105916,0,17,0.06,0.26,7,0,1
0.020351833,0,17,1.18,0.02,7,0,1
3.245636342,0,17,4.28,0.88,7,0,1
3.848660946,0,17,3,1.46,7,0,1
0.043457183,0,17,1,0.1,7,0,1
3.569984647,0,17,1.76,1,7,0,1
1.122580575,0,17,1.26,0.74,7,0,1
2.855478307,0,17,2.08,0.2,7,0,1
0.015777191,0,17,0.46,0.12,7,0,1
0.740702363,0,17,1.08,0.06,7,0,1
0.000132748,0,17,0.16,0.16,7,0,1
8.477939425,1,17,9.1,0.52,7,0,1
0.32780388,0,17,0.96,0.46,7,0,1
1.864249893,0,17,1.78,0.14,7,0,1
1.500322627,0,17,0.64,0.18,7,0,1
5.297730689,0,17,1.78,2.08,7,0,1
0.380493616,0,17,1.86,11.2,7,0,1
1.739443968,0,17,0.14,11.88,7,0,1
